,filename,pred,true,raw_pred
8,exploration/malware/7d0171d37e226b3c63077aa1a4c2050c6b9ef8daeb1cc7e6ebb245eb898446c1.txt,malware,malware,3.150148868560791
9,exploration/benign/6740a717633566873388570d00cf64676f8249f65006bdda0c8e90a426655458.txt,benign,benign,-1.5812467336654663
10,exploration/malware/42bbf2c26d1d3d851ea781dadcff2c14f73090bac425e71b4936e38aa0e21206.txt,malware,malware,3.1903510093688965
11,exploration/malware/a95c08840a23c12e386454333d56192b3e5c16f6cc57d7fa6000294731d97a34.txt,malware,malware,2.3006584644317627
12,exploration/malware/4bed2495c6d721edb26c61781d9e7ef37e95d1adb103f99b4784883907921c97.txt,malware,malware,3.192859172821045
13,exploration/malware/99aad015606a192e7feea9612b725ed62d917c1a020d94cacf6944e30f59c1d7.txt,benign,malware,-1.3418879508972168
14,exploration/malware/ee2457f1491cee086c0f13cde7e731c2fee8a09b970bc12d990bab294d9bb016.txt,malware,malware,1.9562538862228394
15,exploration/malware/65e7af0e1b19fb19c11e5836c375b703a22f67c41de974c3de89a8e26b74863e.txt,malware,malware,0.6357121467590332
0,exploration/benign/4efd6c2d5692fd45ca167fce0b8a07f87e89862a6b4e2f04ae49d4113539440f.txt,benign,benign,-1.5087438821792603
1,exploration/malware/94c15ef428966485b95181069f593131fc5b31ed2bd940a580e70214c06150c3.txt,benign,malware,-0.9027484655380249
2,exploration/benign/c1409cf7edc4ae0df90deba32e1087ec4fca5052809197edafb417a58172c0a5.txt,benign,benign,-1.2809817790985107
3,exploration/benign/2b70c56855937a6f0ff82113f8d934641ad9e829b976a4435c805f42b349bdd0.txt,benign,benign,-1.5785518884658813
4,exploration/malware/5a7f019ebc03ab96a85dd43c3b73d5e57bdcbea91f3a5530115d5d1c17faa4cb.txt,benign,malware,-0.9799952507019043
5,exploration/malware/a0a3695a4eaf4293c813617df846916f2c3ba462b21d6e1078cf7c4d98cc8812.txt,malware,malware,1.9760948419570923
6,exploration/malware/94c215bd43688ef04f9129331dc6ba5cfaf6b8929b166d47bb0ebf2b662b1dcf.txt,malware,malware,1.070985198020935
7,exploration/malware/648ad160c27c986aeb534efeeb098fb6997580fa2e93991a22e778fc39bc4a7a.txt,malware,malware,1.8128169775009155
8,exploration/malware/603dccd92efc6757fb57afe843e8a86cbd7af8d5343eca0fc5a9251d20e8d240.txt,malware,malware,2.156358003616333
9,exploration/malware/b2a89f2143f515be7c60b2beb73f940a14044f133419d30ead19fa9e35092e4e.txt,malware,malware,1.802661418914795
10,exploration/malware/88d3739ecfea44db29f47aa49d6ac4adff88395dcdcfdff5bf6bc4ca467b45b7.txt,malware,malware,2.170835256576538
11,exploration/benign/26fa2a7473445e296ebb56322d8ea2f5653eb9050b058032b9dc5cd33a690d13.txt,benign,benign,-1.6899455785751343
12,exploration/malware/ce08a602a8437ca83480d55112b54ab821625b475cb954656fe4a37bdd1074d1.txt,benign,malware,-1.262955665588379
13,exploration/benign/ae8b7135284c9f111b34bf7ef631350b98f35298adafd7269bd364f63bb74b2e.txt,malware,benign,0.17802782356739044
14,exploration/malware/4d2ad8e0bb6979146f1c930632ed732c26b7629c5167ff02bf51be7ddc6424b6.txt,malware,malware,2.2888729572296143
15,exploration/malware/63beaa7b097960688243dd23e686e532e42aca2228be3f66f9ca0a5d1c0728c1.txt,malware,malware,3.1555581092834473
0,exploration/malware/2acd7216c35632db94efedb75c6d343b89aac6147d4556b6cd7b238be1a7db50.txt,malware,malware,1.6619150638580322
1,exploration/benign/42f9e10113f04d60ab45760862f8c371e9d1a3f5f6f3d9457ed5d1f299bc0a38.txt,benign,benign,-2.3928468227386475
2,exploration/benign/6ec6507c9d9332e7d98f7ba4c14d8fa326e581894e266c72841cd4c2dc894bbc.txt,benign,benign,-1.089583158493042
3,exploration/malware/4892f25012ddc42495bcce00b99e53ef48571960737879316601a9177250bafd.txt,malware,malware,3.1903510093688965
4,exploration/malware/ccaa56ed84aca05d66d1a5433d1fad4f05e61bcf47e9d5bb841a98489bc3c301.txt,malware,malware,2.131136655807495
5,exploration/benign/f5dec030c7e98a32f27015300e410e3999b0ccf1741410a2563d9489d98d1769.txt,benign,benign,-0.8695175051689148
6,exploration/malware/2d0e112eefc0d5e4fad72d32ad952a9b04a6c13e19fc3aa26a55e07c99d2a63b.txt,malware,malware,1.203392505645752
7,exploration/malware/973f2cc1157085a7ce1286e450b366fa9371384915c533fea99290178a322896.txt,malware,malware,1.6903303861618042
8,exploration/malware/3a5f6250a535e71652a86a54b170040d1f263a87a3af8bef5a92ab5f414f69e9.txt,malware,malware,1.962478518486023
9,exploration/malware/9ba018f4892566b39f9055ab33e49749ecc8b69470a82fbe67e51630fbfe7557.txt,malware,malware,3.1403088569641113
10,exploration/malware/b0057666617cb7d31067cbbc4d23308a469f08c88069bf10a6128ff91dc332b8.txt,malware,malware,1.8614253997802734
11,exploration/benign/a5d76d29280af398aeb406063676620060a5d0cb28b2d33d917f41a5c06e4d84.txt,benign,benign,-1.5317353010177612
12,exploration/benign/d33281f6c857aba988c049950c07dbbfb034fdc58649dc00869ef1fddbdcb074.txt,benign,benign,-1.7619073390960693
13,exploration/malware/0741397423349cc675bd086590e5adec15a822e5388e6ec3e60aa3a97d4f77a4.txt,malware,malware,2.2597808837890625
14,exploration/benign/6b9fd5fd1fccd516aa8034ce8c1ec62ac7470f8b77b06b23c7fea2421f254ef7.txt,benign,benign,-1.641817569732666
15,exploration/malware/a17ca07aa8b2e956229408744e1ae294c8859aac683b44e3000b65d83827e535.txt,malware,malware,2.397268772125244
0,exploration/malware/ad78d5a2e728a0c0f18ad993125a93593034751248e8860a46c035e05943ee14.txt,malware,malware,3.168529748916626
1,exploration/benign/8ac39a906e4abe5d8c59f177c5ab92118f32fe0935c625a15a99df05998c381a.txt,benign,benign,-1.9934115409851074
2,exploration/malware/08a5f122414c5d6035ac4fb48bef138fd2e26f4bd4f424e0eb7c70f7de4373a9.txt,malware,malware,0.4739757776260376
3,exploration/benign/4af3efae81865be6f458e37dfe10e31617f2151b51df89cb699aaf6ee06507d1.txt,benign,benign,-1.5675772428512573
4,exploration/malware/39e7aad88411d9987e19d30b75b4f350c5b28445d728f8fe96225350f189bbcd.txt,malware,malware,3.1858904361724854
5,exploration/malware/65dea5696459ce41055d21206ee52092795aa2b93b0bf887bcae2a71dc2a6688.txt,malware,malware,2.0831992626190186
6,exploration/malware/d70875cc2f9e7b41dbffc1ddcd466f706ebe0d8e9772328369fa2425dae5da01.txt,malware,malware,3.165971279144287
7,exploration/benign/2653daafcf471d82e362572216b8b11ac37dc44c3baefc3c30a0c0c88f882af3.txt,benign,benign,-0.8421286940574646
8,exploration/benign/52853793d20bfc3c53763aaeac55b30a7bddccfb9fd87d39f97dd0afb5fd2001.txt,benign,benign,-1.8769980669021606
9,exploration/benign/aef07a66bf0542b0c4641a595b9c72adb6623c9f7f4a35ee5238068e090c178e.txt,benign,benign,-1.034205675125122
10,exploration/benign/dec0efefe7749ab45c541f8c2c0bc4fa946e865025e209e58a0dffa41d87baf0.txt,benign,benign,-1.4488756656646729
11,exploration/malware/5f2dc55985786b5e4e451f19fd12dbcd93ed9da1f02e5b4cea356008430765d8.txt,malware,malware,1.863724946975708
12,exploration/benign/b2a4ad4798937c89922dba29ceef46b62e6d220ceb847502402aa1da4ba0593f.txt,benign,benign,-1.9410372972488403
13,exploration/benign/cb7b6ac768a5692655cb527df464278207807319e8b81671510e3b2964a621a2.txt,benign,benign,-2.0101318359375
14,exploration/malware/3f08d12d5be44ddf88650fce80a1539e1a9bf22c1b764a08194580148980eac6.txt,malware,malware,0.6180101037025452
15,exploration/malware/07afb233fe5b7b8b8922901abdca668432ca71161c50dd37051700c43114c7c5.txt,malware,malware,3.1403088569641113
0,exploration/malware/c1c9f041de4160c4145f04dd8ddfe40222baa80404339edb75eb965868a95247.txt,malware,malware,2.078890323638916
1,exploration/malware/77c2da11b26225199990a47fe58172fc6fab8afbd7454fcec84bc4fd207eda37.txt,malware,malware,2.0826451778411865
2,exploration/benign/b485014e1dcb4be9fe508c27b8cd2c5457d56f65e2435e1f162ebd477698b6d5.txt,benign,benign,-1.9792275428771973
3,exploration/benign/86c8b86a80e911bb63d7a78b828bf45a02afb5c9ab271906720feeec7c24fe7d.txt,benign,benign,-1.654555320739746
4,exploration/benign/d09b28044abfb507aa6b79ddd742cb4cd4abf3cef6e0e40bb6cebca2a8cb8fc3.txt,benign,benign,-0.9834420084953308
5,exploration/malware/f980f646e61fda1a2da393b5e072a15b4861f8906d5512b269eefdcc33b6bfd5.txt,benign,malware,-0.1780659556388855
6,exploration/malware/253b52504d0fd554c047e09f9b0167803d565c5bdad3f8cf7e449e5f341e960d.txt,malware,malware,2.1957874298095703
7,exploration/malware/05696c6f03ff6885d067b9c1eb246e0f041412f7b084df5e2873ee70bc44fd3c.txt,malware,malware,2.0823488235473633
8,exploration/benign/c34cc55cb45a4721c16e724df45e21f772506e463d7ef79fd67d4db412973b7c.txt,benign,benign,-1.5840522050857544
9,exploration/benign/c719dfc0faba60957d7933fbe8018407fddc0f7827704e289e51ff2de03ae0cd.txt,benign,benign,-1.1008752584457397
10,exploration/malware/826f396d2b88ff3e6f70a910a4e333eedb7203288490a637e40d6e762f9f8774.txt,malware,malware,3.192859172821045
11,exploration/malware/b86dbeead185517c370c5a7a2086c2b68b6d602f749a82ac518e3c8020b33c4c.txt,benign,malware,-0.8299267888069153
12,exploration/benign/667fba10a1775750b3b63be899f4b097841c71ce531f52366bd47b6b4c474a0f.txt,benign,benign,-1.9292962551116943
13,exploration/benign/0bf9cfc88d56b52982655b56d577f69d2ee4b136908684015001c52c64f0a84b.txt,benign,benign,-1.436387062072754
14,exploration/malware/80a66d68393a148904b1c09797e38ac08bb97c622c7995c4c49f7c1b8268216a.txt,malware,malware,0.20804433524608612
15,exploration/malware/6f0a16f97af7e9365788fddf75e6871899880587b108290ef7de5cebeb63fb59.txt,malware,malware,3.1903510093688965
0,exploration/benign/69df4166f03247f9694d0300db13485c0c6e4a4cf1b6968118fb4f0f9cf846dd.txt,benign,benign,-1.5777881145477295
1,exploration/benign/5557f65b4b69c3e332f244dd0138fa4620f78abaeed6230ee1c1d0bdfcd1ef57.txt,benign,benign,-1.7084211111068726
2,exploration/benign/7c2d18e6f7d03a7a94251043ac6f5a46e61586a34d1176e6192e2be2967c3a8b.txt,benign,benign,-1.9112086296081543
3,exploration/benign/cb548e26ed3c9a1550374e66b497d68f80a2e8129f098d77cabc4c25698c4347.txt,benign,benign,-2.1277010440826416
4,exploration/malware/df5264d35d2b2aebe5ac70886bd4cc84db087a501abbcecdbb779122b321e6ec.txt,malware,malware,2.2273285388946533
5,exploration/malware/fa0ea6ef3f39d866622a13948a1cc2f33e46be74f2a2bdc3345d3e50a087810a.txt,malware,malware,3.1339919567108154
6,exploration/malware/28a6997edc8c86ddd4dfee5737ff95debc49a898dff01c67c4cf157bae4273ca.txt,malware,malware,3.1685361862182617
7,exploration/malware/2eeeaf49f221de58e92679d7050bfc2477d635b9a93836dc9be35c0149d3ed76.txt,malware,malware,2.04970645904541
8,exploration/malware/b255fe0b75dbb0be96c362b79b385e66db0c8fb84af8e8690acfd258973a0d99.txt,malware,malware,2.2096922397613525
9,exploration/malware/ad641a90df642aaac7eb751c668a80813818102ac739d3e44cf21ad92e92feed.txt,malware,malware,3.1858906745910645
10,exploration/benign/75d348a3330bc527b2b2ff8a0789f711bd51461126f8df0c0aa1647e9d976809.txt,benign,benign,-1.5783861875534058
11,exploration/malware/689c60852a6f4c8589cce35fd85550d50ad98d6053c05a145be8febc40068211.txt,malware,malware,0.4573115110397339
12,exploration/malware/ca338a8f88be3d3d82a1dbbea237acfd9de8730b77f51f166434a8f58cceffed.txt,malware,malware,3.175964117050171
13,exploration/benign/9d535589dd8c68044fb45c10d2d1b63df28baad16d1d0ad4b187c91a23ee9c87.txt,benign,benign,-2.0026650428771973
14,exploration/benign/3422f2fbef0b4135b4e85c7bcfeaccc2a399ab2681080bc53733628af6b215b6.txt,malware,benign,0.26495838165283203
15,exploration/malware/f6b4ae9f72f2cd82c27aef10e844d67db984ae15912401457f66af47feea0433.txt,malware,malware,0.7957215309143066
0,exploration/malware/a713b698f9f9cd5227c70e67fe9957ab60c8205b9391db3fb4073352d39db78d.txt,malware,malware,2.0818469524383545
1,exploration/malware/1a13a6bc3268982cc295e8dbe8bbe9ef489a03b5bca7f33b684b5dca2dc3649b.txt,malware,malware,1.5798832178115845
2,exploration/benign/8677154abfcd9590574f243380dc8d62f40588a170fd5bd25711e09584443716.txt,benign,benign,-1.686907410621643
3,exploration/malware/b47a6853f5ab0b5042ffe9d2b4ef1c57607df72a7ee6e2d3ebb786606a74a6fc.txt,malware,malware,3.1903510093688965
4,exploration/benign/647b982e39269e0aece005227fe7641fa2e21f54a290aee1b8b5519f05d97bc0.txt,benign,benign,-1.845762014389038
5,exploration/benign/0c8af4bbf3e29c4ab7dd8372725a931985b669d15b82615ab05838ed348bf558.txt,benign,benign,-1.3510621786117554
6,exploration/malware/9018c6704dafccc44dc2be98cdb5a09667b43ecaa2060114031e0b3d1c311568.txt,malware,malware,1.726306676864624
7,exploration/malware/967963c655388dbd1020f110d14496e67dde7fa16c3ec0ea2d0b09d3a60b4fdd.txt,malware,malware,2.2778005599975586
8,exploration/malware/354c1e6e10b27dc2c34a8a411e4623076891f8f49bd3777e9f4ea15d688fa07b.txt,malware,malware,0.7080664038658142
9,exploration/benign/89441cca04cfaebcacaa194a59d78e1fee62fc3c608704401a2dd1035d71d8de.txt,benign,benign,-0.625746488571167
10,exploration/malware/12c14aba428ccf0b9664793dd1d647ecbc44d74513538e72289bdae0bc048d28.txt,malware,malware,1.1000726222991943
11,exploration/malware/3a5fb57b90d29b207eab89b0ab044ae07ad228d258d91c208baa88dd8acb0054.txt,malware,malware,2.577075958251953
12,exploration/malware/93c05dee7c2a5655ae78675e0ad8e29fac48c38778a1175c710bf1c9245bcd22.txt,malware,malware,1.6189903020858765
13,exploration/benign/492221cf511865f5f26b2a3acab04d136b798fa93356123469e7a6d4acb6d6e9.txt,benign,benign,-1.2415809631347656
14,exploration/benign/b626a7ccb68165b2dc38665f84d9d4d6ad9f34745cfeb4fb734dd9d780d2144b.txt,benign,benign,-0.9173285365104675
15,exploration/malware/70cdcbd269885b98fe9af8b3b3d72308addf81e89f18684da2eca1d406ad5496.txt,malware,malware,3.1903510093688965
0,exploration/benign/769b372eeb56fcbd790a01ee345f20c31912f71d59d4d9fd0d22f6d9898c679e.txt,benign,benign,-0.8919689059257507
1,exploration/benign/d45240802269cab2ab6ceb71a327113f7366ce173559b1c9456ca5d5ea63bf8f.txt,benign,benign,-0.40052682161331177
2,exploration/malware/050eb7374d5592aca792214f3d927dde50fcd7d0cbf074a7d60fb552d81be4dc.txt,malware,malware,1.9175385236740112
3,exploration/benign/af647fcba328c6a41c6512dc34248b7c0413d5db337be2cba1fc3761855ddce6.txt,benign,benign,-1.5258983373641968
4,exploration/benign/6b9131d94ed31f838b1820ee67f068c4741b69d5c655587c89c9477986bd270f.txt,benign,benign,-1.64530611038208
5,exploration/malware/64f60957d37b3e6f918101bfec0c96ed7b4d991255603e28033b6b8ecdaed233.txt,malware,malware,1.5913752317428589
6,exploration/benign/86ee28923d4e7255762442fe93f220237197a756182ce320f5f6887b5c7147c5.txt,benign,benign,-1.533451795578003
7,exploration/malware/fed13a1a2cb2fae031f672ea68e12ea04924a90cc06e554cf27b9b1adf2848b4.txt,malware,malware,0.3767908215522766
8,exploration/malware/ca55c345775b1d2ba4d1c481a8438a8c60d7ee4d0327e79e557390b6f02b3361.txt,malware,malware,3.175964117050171
9,exploration/malware/7711ed94e1fd1866beeebacf3208f32e42d2369741d8a510653bc46d4143bc70.txt,malware,malware,2.4274606704711914
10,exploration/malware/2acaf33615e25fd98243a861955b9418e012e9d4f048923975583a1115095c70.txt,malware,malware,1.43498957157135
11,exploration/benign/fdb94cfe79f802c24a9e758699a241cc17df084e10638a210822aad25ccb8f50.txt,benign,benign,-1.011080265045166
12,exploration/benign/3fb239d7ac7719328c58a1eb3ce2abd900949b6f6e5d5db4f95852325bf67473.txt,benign,benign,-2.0011203289031982
13,exploration/benign/2acf8f6f068976f75dd70e6195f8a94c3e623a0137c99d78f9055a5dbbbf75bf.txt,benign,benign,-1.695939064025879
14,exploration/malware/3e5c14ad94ce48632ee44ab73b26c617652c18482daae85a8ed00fb11567b100.txt,malware,malware,1.5970968008041382
15,exploration/malware/793b9f133cfb8d915bbf4adcbc0f1a85aff9b3b120df73110351101fccd28d7e.txt,malware,malware,2.0830345153808594
0,exploration/benign/ab3beb52eefa353ced0055f7027b39262372197864b6d1b5bcc1dc3d14a3a1ce.txt,benign,benign,-2.2331089973449707
1,exploration/malware/44e218d6ba7dfd96a7df57826414c80c7f7915a4fe2e2c5b2b066a6c4a344fcf.txt,malware,malware,2.1954381465911865
2,exploration/benign/9292535bb8c3fe6006e25781381caff773cfcf64a0ed1ebf58674d3dd8aceaf1.txt,benign,benign,-2.017683267593384
3,exploration/benign/52fd1baa60c9e16af74b9e71800d763eea08fd6f84a2b609f6abc4838bccf20e.txt,benign,benign,-1.9776403903961182
4,exploration/benign/b596ad2fa8cf15a52b4a18838803e30888c578f04c06a9b115c43f2b515963db.txt,benign,benign,-2.1522605419158936
5,exploration/malware/ae38d29c88d05665b92da9030a217ed6c1eed62d40dd033ce5a2976a4c5d54a2.txt,malware,malware,3.1903510093688965
6,exploration/benign/699587c3762e20354daba4ee9f20d7fcaa257f6a1007d0f9fe8a89c8797f910c.txt,benign,benign,-0.7211405634880066
7,exploration/benign/bcc0cc3013ea2916fc8215a84e8b47a5ec7b733bbe414c57629e507ab89f50ba.txt,benign,benign,-1.5295222997665405
8,exploration/malware/dd83e7d481f235f63fba54f677ede46ee32950b97c9223077c5a1052010dec4a.txt,malware,malware,3.175964117050171
9,exploration/benign/2367031635d27b6dd8645d914beb88600b1183d5fe87a04e1766ebb230cbc588.txt,benign,benign,-1.3072291612625122
10,exploration/benign/8a003a2f25c4d464c9123cae4467afd4b50cc05287b370c53494c472bfbc8b48.txt,benign,benign,-2.3579864501953125
11,exploration/malware/97498bc8fd5b9fb99c1ae35430002779669bb0862fa155dfdaafab0e73198c65.txt,benign,malware,-1.1302127838134766
12,exploration/benign/5463e1487d69e3f0cb372cba067270bc39639bd8c8b333b81f99ae26ae3e881d.txt,benign,benign,-1.2993475198745728
13,exploration/benign/6c29fa22f01232ee015ac027338ce7b69745844fae51d7cde0916acd371f3bfc.txt,benign,benign,-1.6485774517059326
14,exploration/benign/a1290e4f7bedc8c7c0c2519bd005caf7fe0210dd374490016e51ed2381731af1.txt,benign,benign,-1.223356008529663
15,exploration/malware/1888f820f33ccdb29bbc530d7a74645bef56f1ee648f04c7f9e85a7178ec36d8.txt,malware,malware,3.175964117050171
0,exploration/benign/63f0221e6bc2cc48d63f079c46bc438e2c21f5267ce3ae11915d4e8150a640f1.txt,benign,benign,-1.095184326171875
1,exploration/benign/513c8fdd0e211a18c25836f041ba0fcfb1dddf472ff91b72b6a15eb049cef184.txt,benign,benign,-1.994734287261963
2,exploration/malware/4fa554b98409a65dd08714c6eb54712d6f8e4349dc2c0c2307619aeb8ad80245.txt,malware,malware,2.1342766284942627
3,exploration/malware/661ffb7dd1ecfe1630c67724b235ac48ec3fd1d8eed9253be5957bf4856ef090.txt,malware,malware,3.175964117050171
4,exploration/malware/345841f6f97888b836fabf337c81bb7ed52ef401e0cfc2c77661516c260a0db8.txt,malware,malware,2.0967652797698975
5,exploration/benign/c7269592ece77706917a1242e19690f7a9f92f213f4a00540827591e4b2e3abb.txt,benign,benign,-2.0935540199279785
6,exploration/malware/e820d88c1708d6dc1fdc43deb65b1ed1928f4502e3bc628b73a5d978850e4bfa.txt,malware,malware,2.329451084136963
7,exploration/benign/8e9353fc3c070861eb933c7c33f2d08d7c015496e81b90d48d9ea6d6700ed1ed.txt,benign,benign,-1.9630199670791626
8,exploration/benign/4cde1735b0bd09f0ad3ca84856ac023f212bc5732dcb19f8ccb1aacb0f75bb61.txt,benign,benign,-2.286619186401367
9,exploration/malware/55a34cb0b6aebfc8c5337b7b8eaf6ecc16ebdde3850ed362ec827c38c7113573.txt,malware,malware,-0.01233430951833725
10,exploration/malware/552ef4420ffcc2448f36f314ec799baad7348708465d3efd965083fd8a168b67.txt,malware,malware,1.9559251070022583
11,exploration/benign/ac4ff37b425f41428c6c672d10b0e4b9f32f95879eeb8b5315c6999163ed8c73.txt,benign,benign,-1.325868010520935
12,exploration/malware/cee001c96e80548e13a26754732f7a53ac5ea6e6e6c4f0e04d0d9c3f384d3acc.txt,malware,malware,2.083338737487793
13,exploration/benign/392b91d6f81850708be8fe0cd10ba983a50d0ffb51ec40af56008333fc43af89.txt,benign,benign,-1.6354329586029053
14,exploration/benign/bfb60968447fd09d11aa5cf30add3e591bab3d69da10d9ef178eb68db966f157.txt,benign,benign,-1.0134453773498535
15,exploration/malware/96ea6a3f6e643de034b2d92aaefb9aedb096fea5914f43059ac3a234b2d804b5.txt,malware,malware,0.14249040186405182
0,exploration/benign/f44f5ab3498c21b098c8d2d823f29c990113b9ef98d429e0c0eed152d5761bfb.txt,benign,benign,-2.048044443130493
1,exploration/benign/346fb6819d138bee09beb553c8ea03c46418f963acae909997e365c07e0d6519.txt,benign,benign,-1.9073336124420166
2,exploration/benign/6771a75df81f13fbae25d95cab75541a4f132ef7eaab1e501338e75681de3ec3.txt,benign,benign,-0.36488592624664307
3,exploration/malware/a105ed7f8be876d9dde7aa7d5dd3f267caee0468b733c0480a497868cb83dcea.txt,malware,malware,3.1555581092834473
4,exploration/benign/af535d2577e5b48270fa8af03579b8fba2176d4e3e777c68894bf6a0aea3eefb.txt,benign,benign,-1.586358666419983
5,exploration/malware/28f898453454d33794fbcd1d0523a6fa23454dfa5647116bf10894e34a6b2aad.txt,malware,malware,3.1781129837036133
6,exploration/malware/b0b3cc66df1d03f2c731044232f5aa94758a42607da770a80e917b691eb1423f.txt,malware,malware,3.1555581092834473
7,exploration/malware/dd516ac48f0f3d891eeb9040cd1f8b5db85f8cee6429a316f9b4195dbfbd48fc.txt,malware,malware,2.4379723072052
8,exploration/malware/39025bc603f7dd47ffff78ea9f6f97bf705a04d83725a0e2993967461907d823.txt,malware,malware,3.1903510093688965
9,exploration/malware/2f6a389de60e0d8cbadb9fb6be9bf84b3d78a14022411b5b13660351c9cfa2be.txt,malware,malware,3.1962831020355225
10,exploration/malware/45549ae0cee3940668d5f0a1b105eb5c8d6f8530c218502819f6b0af47fd3e40.txt,malware,malware,3.1555581092834473
11,exploration/malware/339870a52cd23a552ed138792509ae951c0c103560ab80f739ebd44733012a03.txt,malware,malware,1.528262734413147
12,exploration/benign/4ef9eb58224457492f674fb550761cd13b7e6031186b801577194a05719d4f43.txt,benign,benign,-1.6284089088439941
13,exploration/benign/729d140140c3af5b46031f1a7652b159b08721afa80776f17afe73633800afc1.txt,benign,benign,-1.5447428226470947
14,exploration/malware/3e6bbac3626d24efdaf75734f9e3c6d6e007206698f2f570fb69f7125c9d91fb.txt,malware,malware,1.779149055480957
15,exploration/benign/7690b3f141152e6bebf78096aeb63413b8bf76f7c9bb09f70e1759705de79b34.txt,benign,benign,-1.3323054313659668
0,exploration/benign/22ddabf71254d873f6aef02b12e5c4923bbafe67a9c7e2f394fcf863813230be.txt,benign,benign,-1.9742255210876465
1,exploration/benign/cec17835c639bb9a9eb1714971b4836fd143403d182d46bdf9ddf204b7e1f30f.txt,benign,benign,-1.7947243452072144
2,exploration/malware/abfc4c709a7f62fdbfd06c14f62b8277df0dde31ad90192651edca4ef633e4db.txt,malware,malware,2.0091545581817627
3,exploration/benign/282f6f7fb0c5b0de73b72301646791901ae28c8c69cc25cf47b2ff773cb5dc20.txt,benign,benign,-1.3977875709533691
4,exploration/benign/85da776d71387fc7d0db12a3709c4cf8cca0e937cad33398b9d47448154eb92f.txt,benign,benign,-1.6855405569076538
5,exploration/benign/0704b67194c1ac90f93c62cd00d1742dfb0069dfc837657e29c63884a989fbb4.txt,benign,benign,-1.4478412866592407
6,exploration/benign/3e917376199b13523dfb4fcc445583d9df0606ad0a6a02b111d8a3ee6b71e117.txt,benign,benign,-1.710818886756897
7,exploration/benign/809bb93af12ab0735cb76578c0cf7014cc84fadfcbf2a0daad5a73a239d94441.txt,benign,benign,-2.3721346855163574
8,exploration/malware/968e9de58d3f6f985b13498f0a1c53aedcfadc79f3770f3e0ad22daeaa556657.txt,malware,malware,1.5539345741271973
9,exploration/benign/5c1af46c7300e87a73dacf6cf41ce397e3f05df6bd9c7e227b4ac59f85769160.txt,benign,benign,-1.249232292175293
10,exploration/benign/2b8f77719ff7528fc7147d381d98f0171390b94b85f84f9b4483e9322f140726.txt,benign,benign,-1.228664755821228
11,exploration/malware/2df60b4d72c56b0edb7b4ef6120c146448df601040d39a604da90f0ba03a88aa.txt,malware,malware,3.1852822303771973
12,exploration/benign/bc81bcc2425d129d84a478eb842b09552681a23acd1075339b60b4156eb7cd2e.txt,benign,benign,-1.2142130136489868
13,exploration/benign/c42ab04f9d19b18d2d145a32a98e02e8070d25275aad11b3c9917c3cdd370c10.txt,benign,benign,-1.7645587921142578
14,exploration/benign/7e9026b8987b75e86652ba7facf088180413c6d1434eeed09fe7b721d04ee080.txt,benign,benign,-1.7022974491119385
15,exploration/benign/d344483585dfbca35c3ec890b155c0a956a22d05fbba429362b139c2f1ce2a60.txt,benign,benign,-1.188490867614746
0,exploration/malware/7862fa27268f4f13e9949017c493dc23a2afe4e490b0fea504c1af795d79e7fe.txt,malware,malware,1.712335467338562
1,exploration/malware/d8529ceeae099378f20f98031199f13563a1f58c68f3a2e49c629d2354f7c4b8.txt,malware,malware,2.300661325454712
2,exploration/malware/890c3f1713989413f90f05db3918963dc20e1453f17ce7469f83e0509e545221.txt,malware,malware,1.6238268613815308
3,exploration/malware/0ed72a28ba5bac7f44f9e4519db5f8c8d94076d85a929c2004da1cba99559610.txt,benign,malware,-1.4444698095321655
4,exploration/malware/f5678e3e52773a719c330ccfb4e4f615a6f24f9195ae13fe78f1d26199dd8f37.txt,malware,malware,0.7073785066604614
5,exploration/benign/fb7aaec5041bbe82059d9ade519db9168ca7ec55f1d6bd12e526300a5a8fa06d.txt,benign,benign,-1.6551811695098877
6,exploration/malware/44b753d202afabd818d3002719c8cd497c6350989121213a725319f6c64cf1f5.txt,malware,malware,3.1555581092834473
7,exploration/benign/6dba2e48aacc9b2977159dd63f2d460cdf5781fec590e6b4fac04f6ace12f868.txt,benign,benign,-1.8740538358688354
8,exploration/malware/9c2b07da649bdf7e39f43d568fe716d21332e57976f02ad4da0a777099c23035.txt,malware,malware,3.192859172821045
9,exploration/malware/07f3928f39cb3c4ea433aec3d89658eda75c466c4ff42e7021771fe661675ddc.txt,malware,malware,3.175964117050171
10,exploration/malware/805f9592f65202627268749a3d07e3513c7c708c5e90b3b4ff011b276e756388.txt,malware,malware,3.150148868560791
11,exploration/benign/387d26467015fe41d1a694b0dc9f3a4a52e7e57f4ec0cfc63d636bef1d9f4df7.txt,benign,benign,-0.21606792509555817
12,exploration/benign/58ca3057238728279442ee5298e640cc97026073403acea93a206c37e5e02e7b.txt,benign,benign,-1.907974123954773
13,exploration/benign/2b672dd0e086dd4196087712ba0e34af205f518231545646c81d01411fe9bda8.txt,benign,benign,-1.9154269695281982
14,exploration/benign/77e5a7191c67661016b9724de27702246421684e21fe203db08c3484ab36c30d.txt,benign,benign,-0.8247228860855103
15,exploration/malware/7dbd7978080cb1d2f6ec8defe257ec89b0ff739802a20df009ed2223b25ce180.txt,malware,malware,1.8062976598739624
